season,round,driver_id,position,points,wins
1959,9,darter,,0.0,0
1959,9,blanchard,,0.0,0
1959,9,shelby,,0.0,0
1959,9,scarlatti,,0.0,0
1959,9,stacey,,0.0,0
1959,9,johnson,,0.0,0
1959,9,beaufort,,0.0,0
1959,9,paul_russo,,0.0,0
1959,9,orey,,0.0,0
1959,9,foyt,,0.0,0
1959,9,bristow,,0.0,0
1959,9,cabral,,0.0,0
1959,9,davis,,0.0,0
1959,9,hartley,,0.0,0
1959,9,henry_taylor,,0.0,0
1959,9,veith,,0.0,0
1959,9,ashdown,,0.0,0
1959,9,bueb,,0.0,0
1959,9,herman,,0.0,0
1959,9,daywalt,,0.0,0
1959,9,arnold,,0.0,0
1959,9,cabianca,,0.0,0
1959,9,mcwithey,,0.0,0
1959,9,herrmann,,0.0,0
1959,9,tomaso,,0.0,0
1959,9,halford,,0.0,0
1959,9,constantine,,0.0,0
1959,9,fairman,,0.0,0
1959,9,sachs,,0.0,0
1959,9,keller,,0.0,0
1959,9,said,,0.0,0
1959,9,flaherty,,0.0,0
1959,9,cade,,0.0,0
1959,9,dick_rathmann,,0.0,0
1959,9,cheesbourg,,0.0,0
1959,9,piper,,0.0,0
1959,9,freeland,,0.0,0
1959,9,fontes,,0.0,0
1959,9,naylor,,0.0,0
1959,9,ray_crawford,,0.0,0
1959,9,mike_taylor,,0.0,0
1959,9,branson,,0.0,0
1959,9,christie,,0.0,0
1959,9,grim,,0.0,0
1959,9,turner,,0.0,0
1959,9,weyant,,0.0,0
1959,9,larson,,0.0,0
1959,9,magill,,0.0,0
1959,9,amick,,0.0,0
1959,9,sutton,,0.0,0
1959,9,bryan,,0.0,0
1960,10,jack_brabham,1.0,43.0,5
1960,10,mclaren,2.0,34.0,1
1960,10,moss,3.0,19.0,2
1960,10,ireland,4.0,18.0,0
1960,10,phil_hill,5.0,16.0,1
1960,10,gendebien,6.0,10.0,0
1960,10,trips,7.0,10.0,0
1960,10,rathmann,8.0,8.0,1
1960,10,ginther,9.0,8.0,0
1960,10,clark,10.0,8.0,0
1960,10,brooks,11.0,7.0,0
1960,10,surtees,12.0,6.0,0
1960,10,allison,13.0,6.0,0
1960,10,ward,14.0,6.0,0
1960,10,hill,15.0,4.0,0
1960,10,mairesse,16.0,4.0,0
1960,10,goldsmith,17.0,4.0,0
1960,10,bonnier,18.0,4.0,0
1960,10,henry_taylor,19.0,3.0,0
1960,10,menditeguy,20.0,3.0,0
1960,10,branson,21.0,3.0,0
1960,10,cabianca,22.0,3.0,0
1960,10,thomson,23.0,2.0,0
1960,10,bianchi,24.0,1.0,0
1960,10,flockhart,25.0,1.0,0
1960,10,johnson,26.0,1.0,0
1960,10,herrmann,27.0,1.0,0
1960,10,trintignant,,0.0,0
1960,10,ruby,,0.0,0
1960,10,barth,,0.0,0
1960,10,hall,,0.0,0
1960,10,salvadori,,0.0,0
1960,10,halford,,0.0,0
1960,10,veith,,0.0,0
1960,10,beaufort,,0.0,0
1960,10,drogo,,0.0,0
1960,10,gregory,,0.0,0
1960,10,larreta,,0.0,0
1960,10,tingelstad,,0.0,0
1960,10,seidel,,0.0,0
1960,10,gurney,,0.0,0
1960,10,daigh,,0.0,0
1960,10,burgess,,0.0,0
1960,10,gonzalez,,0.0,0
1960,10,christie,,0.0,0
1960,10,gamble,,0.0,0
1960,10,bonomi,,0.0,0
1960,10,amick,,0.0,0
1960,10,lovely,,0.0,0
1960,10,piper,,0.0,0
1960,10,darter,,0.0,0
1960,10,munaron,,0.0,0
1960,10,naylor,,0.0,0
1960,10,homeier,,0.0,0
1960,10,drake,,0.0,0
1960,10,estefano,,0.0,0
1960,10,hartley,,0.0,0
1960,10,stevenson,,0.0,0
1960,10,grim,,0.0,0
1960,10,templeman,,0.0,0
1960,10,hurtubise,,0.0,0
1960,10,bryan,,0.0,0
1960,10,ruttman,,0.0,0
1960,10,sachs,,0.0,0
1960,10,freeland,,0.0,0
1960,10,bettenhausen,,0.0,0
1960,10,weiler,,0.0,0
1960,10,foyt,,0.0,0
1960,10,russo,,0.0,0
1960,10,boyd,,0.0,0
1960,10,force,,0.0,0
1960,10,mcwithey,,0.0,0
1960,10,sutton,,0.0,0
1960,10,dick_rathmann,,0.0,0
1960,10,herman,,0.0,0
1960,10,dempsey_wilson,,0.0,0
1960,10,stacey,,0.0,0
1960,10,cabral,,0.0,0
1960,10,bristow,,0.0,0
1960,10,thiele,,0.0,0
1960,10,scarlatti,,0.0,0
1960,10,schell,,0.0,0
1960,10,vic_wilson,,0.0,0
1960,10,owen,,0.0,0
1960,10,reventlow,,0.0,0
1960,10,gould,,0.0,0
1960,10,mike_taylor,,0.0,0
1960,10,chimeri,,0.0,0
1960,10,creus,,0.0,0
1960,10,fairman,,0.0,0
1960,10,greene,,0.0,0
1961,8,phil_hill,1.0,34.0,2
1961,8,trips,2.0,33.0,2
1961,8,moss,3.0,21.0,2
1961,8,gurney,4.0,21.0,0
1961,8,ginther,5.0,16.0,0
1961,8,ireland,6.0,12.0,1
1961,8,clark,7.0,11.0,0
1961,8,mclaren,8.0,11.0,0
1961,8,baghetti,9.0,9.0,1
1961,8,brooks,10.0,6.0,0
1961,8,jack_brabham,11.0,4.0,0
1961,8,surtees,12.0,4.0,0
1961,8,lewis,13.0,3.0,0
1961,8,gendebien,14.0,3.0,0
1961,8,bonnier,15.0,3.0,0
1961,8,hill,16.0,3.0,0
1961,8,salvadori,17.0,2.0,0
1961,8,trintignant,,0.0,0
1961,8,beaufort,,0.0,0
1961,8,bandini,,0.0,0
1961,8,allison,,0.0,0
1961,8,penske,,0.0,0
1961,8,herrmann,,0.0,0
1961,8,ryan,,0.0,0
1961,8,gregory,,0.0,0
1961,8,henry_taylor,,0.0,0
1961,8,parnell,,0.0,0
1961,8,sharp,,0.0,0
1961,8,maggs,,0.0,0
1961,8,may,,0.0,0
1961,8,burgess,,0.0,0
1961,8,pirocchi,,0.0,0
1961,8,trevor_taylor,,0.0,0
1961,8,marsh,,0.0,0
1961,8,greene,,0.0,0
1961,8,ashmore,,0.0,0
1961,8,seidel,,0.0,0
1961,8,hall,,0.0,0
1961,8,ruby,,0.0,0
1961,8,starrabba,,0.0,0
1961,8,mairesse,,0.0,0
1961,8,ricardo_rodriguez,,0.0,0
1961,8,hansgen,,0.0,0
1961,8,bianchi,,0.0,0
1961,8,collomb,,0.0,0
1961,8,fairman,,0.0,0
1961,8,vaccarella,,0.0,0
1961,8,ken_miles,,0.0,0
1961,8,scarlatti,,0.0,0
1961,8,naylor,,0.0,0
1961,8,barth,,0.0,0
1961,8,bordeu,,0.0,0
1961,8,bussinello,,0.0,0
1961,8,natili,,0.0,0
1961,8,monteverdi,,0.0,0
1961,8,lippi,,0.0,0
1961,8,duke,,0.0,0
1961,8,campbell-jones,,0.0,0
1961,8,thiele,,0.0,0
1961,8,prinoth,,0.0,0
1961,8,boffa,,0.0,0
1962,9,hill,1.0,42.0,4
1962,9,clark,2.0,30.0,3
1962,9,mclaren,3.0,27.0,1
1962,9,surtees,4.0,19.0,0
1962,9,gurney,5.0,15.0,1
1962,9,phil_hill,6.0,14.0,0
1962,9,maggs,7.0,13.0,0
1962,9,ginther,8.0,10.0,0
1962,9,jack_brabham,9.0,9.0,0
1962,9,trevor_taylor,10.0,6.0,0
1962,9,baghetti,11.0,5.0,0
1962,9,bandini,12.0,4.0,0
1962,9,ricardo_rodriguez,13.0,4.0,0
1962,9,mairesse,14.0,3.0,0
1962,9,bonnier,15.0,3.0,0
1962,9,ireland,16.0,2.0,0
1962,9,beaufort,17.0,2.0,0
1962,9,gregory,18.0,1.0,0
1962,9,lederle,19.0,1.0,0
1962,9,trintignant,,0.0,0
1962,9,lewis,,0.0,0
1962,9,love,,0.0,0
1962,9,vaccarella,,0.0,0
1962,9,bianchi,,0.0,0
1962,9,penske,,0.0,0
1962,9,johnstone,,0.0,0
1962,9,siffert,,0.0,0
1962,9,schroeder,,0.0,0
1962,9,pieterse,,0.0,0
1962,9,burgess,,0.0,0
1962,9,settember,,0.0,0
1962,9,campbell-jones,,0.0,0
1962,9,sharp,,0.0,0
1962,9,walter,,0.0,0
1962,9,chamberlain,,0.0,0
1962,9,salvadori,,0.0,0
1962,9,serrurier,,0.0,0
1962,9,seidel,,0.0,0
1962,9,harris,,0.0,0
1962,9,mayer,,0.0,0
1962,9,arundell,,0.0,0
1962,9,hocking,,0.0,0
1962,9,marsh,,0.0,0
1962,9,vyver,,0.0,0
1962,9,greene,,0.0,0
1962,9,pon,,0.0,0
1962,9,davis,,0.0,0
1962,9,hall,,0.0,0
1962,9,shelly,,0.0,0
1962,9,slotemaker,,0.0,0
1962,9,abate,,0.0,0
1962,9,tingle,,0.0,0
1962,9,ashmore,,0.0,0
1962,9,bussinello,,0.0,0
1962,9,schiller,,0.0,0
1962,9,collomb,,0.0,0
1962,9,kuhnke,,0.0,0
1963,10,clark,1.0,54.0,7
1963,10,hill,2.0,29.0,2
1963,10,ginther,3.0,29.0,0
1963,10,surtees,4.0,22.0,1
1963,10,gurney,5.0,19.0,0
1963,10,mclaren,6.0,17.0,0
1963,10,jack_brabham,7.0,14.0,0
1963,10,maggs,8.0,9.0,0
1963,10,ireland,9.0,6.0,0
1963,10,bandini,10.0,6.0,0
1963,10,bonnier,11.0,6.0,0
1963,10,mitter,12.0,3.0,0
1963,10,hall,13.0,3.0,0
1963,10,beaufort,14.0,2.0,0
1963,10,siffert,15.0,1.0,0
1963,10,trevor_taylor,16.0,1.0,0
1963,10,scarfiotti,17.0,1.0,0
1963,10,amon,,0.0,0
1963,10,sharp,,0.0,0
1963,10,broeker,,0.0,0
1963,10,trintignant,,0.0,0
1963,10,hailwood,,0.0,0
1963,10,settember,,0.0,0
1963,10,love,,0.0,0
1963,10,collomb,,0.0,0
1963,10,phil_hill,,0.0,0
1963,10,gregory,,0.0,0
1963,10,solana,,0.0,0
1963,10,serrurier,,0.0,0
1963,10,anderson,,0.0,0
1963,10,blokdyk,,0.0,0
1963,10,campbell-jones,,0.0,0
1963,10,spence,,0.0,0
1963,10,niemann,,0.0,0
1963,10,baghetti,,0.0,0
1963,10,mairesse,,0.0,0
1963,10,bianchi,,0.0,0
1963,10,cabral,,0.0,0
1963,10,ward,,0.0,0
1963,10,rodriguez,,0.0,0
1963,10,burgess,,0.0,0
1963,10,klerk,,0.0,0
1963,10,prophet,,0.0,0
1963,10,raby,,0.0,0
1963,10,pieterse,,0.0,0
1963,10,tingle,,0.0,0
1963,10,arundell,,0.0,0
1963,10,driver,,0.0,0
1963,10,hansgen,,0.0,0
1963,10,dochnal,,0.0,0
1963,10,lederle,,0.0,0
1963,10,estefano,,0.0,0
1963,10,vos,,0.0,0
1963,10,monarch,,0.0,0
1963,10,seiffert,,0.0,0
1963,10,abate,,0.0,0
1963,10,starrabba,,0.0,0
1964,10,surtees,1.0,40.0,2
1964,10,hill,2.0,39.0,2
1964,10,clark,3.0,32.0,3
1964,10,bandini,4.0,23.0,1
1964,10,ginther,5.0,23.0,0
1964,10,gurney,6.0,19.0,2
1964,10,mclaren,7.0,13.0,0
1964,10,jack_brabham,8.0,11.0,0
1964,10,arundell,9.0,11.0,0
1964,10,siffert,10.0,7.0,0
1964,10,anderson,11.0,5.0,0
1964,10,spence,12.0,4.0,0
1964,10,maggs,13.0,4.0,0
1964,10,ireland,14.0,4.0,0
1964,10,bonnier,15.0,3.0,0
1964,10,amon,16.0,2.0,0
1964,10,trintignant,17.0,2.0,0
1964,10,hansgen,18.0,2.0,0
1964,10,phil_hill,19.0,1.0,0
1964,10,trevor_taylor,20.0,1.0,0
1964,10,hailwood,21.0,1.0,0
1964,10,rodriguez,22.0,1.0,0
1964,10,baghetti,,0.0,0
1964,10,mitter,,0.0,0
1964,10,scarfiotti,,0.0,0
1964,10,solana,,0.0,0
1964,10,revson,,0.0,0
1964,10,sharp,,0.0,0
1964,10,bucknum,,0.0,0
1964,10,taylor,,0.0,0
1964,10,rindt,,0.0,0
1964,10,andre_pilette,,0.0,0
1964,10,cabral,,0.0,0
1964,10,beaufort,,0.0,0
1964,10,raby,,0.0,0
1964,10,barth,,0.0,0
1964,10,gardner,,0.0,0
1964,10,attwood,,0.0,0
1965,10,clark,1.0,54.0,6
1965,10,hill,2.0,40.0,2
1965,10,stewart,3.0,33.0,1
1965,10,gurney,4.0,25.0,0
1965,10,surtees,5.0,17.0,0
1965,10,bandini,6.0,13.0,0
1965,10,ginther,7.0,11.0,1
1965,10,spence,8.0,10.0,0
1965,10,mclaren,9.0,10.0,0
1965,10,jack_brabham,10.0,9.0,0
1965,10,hulme,11.0,5.0,0
1965,10,siffert,12.0,5.0,0
1965,10,rindt,13.0,4.0,0
1965,10,rodriguez,14.0,2.0,0
1965,10,bucknum,15.0,2.0,0
1965,10,attwood,16.0,2.0,0
1965,10,bonnier,,0.0,0
1965,10,gardner,,0.0,0
1965,10,gregory,,0.0,0
1965,10,anderson,,0.0,0
1965,10,ireland,,0.0,0
1965,10,hawkins,,0.0,0
1965,10,bondurant,,0.0,0
1965,10,klerk,,0.0,0
1965,10,raby,,0.0,0
1965,10,maggs,,0.0,0
1965,10,solana,,0.0,0
1965,10,bianchi,,0.0,0
1965,10,vaccarella,,0.0,0
1965,10,bussinello,,0.0,0
1965,10,tingle,,0.0,0
1965,10,prophet,,0.0,0
1965,10,amon,,0.0,0
1965,10,mitter,,0.0,0
1965,10,hailwood,,0.0,0
1965,10,rhodes,,0.0,0
1965,10,geki,,0.0,0
1965,10,love,,0.0,0
1965,10,scarfiotti,,0.0,0
1965,10,baghetti,,0.0,0
1965,10,bassi,,0.0,0
1965,10,reed,,0.0,0
1965,10,clapham,,0.0,0
1965,10,blignaut,,0.0,0
1966,9,jack_brabham,1.0,42.0,4
1966,9,surtees,2.0,28.0,2
1966,9,rindt,3.0,22.0,0
1966,9,hulme,4.0,18.0,0
1966,9,hill,5.0,17.0,0
1966,9,clark,6.0,16.0,1
1966,9,stewart,7.0,14.0,1
1966,9,parkes,8.0,12.0,0
1966,9,bandini,9.0,12.0,0
1966,9,scarfiotti,10.0,9.0,1
1966,9,ginther,11.0,5.0,0
1966,9,gurney,12.0,4.0,0
1966,9,spence,13.0,4.0,0
1966,9,bondurant,14.0,3.0,0
1966,9,siffert,15.0,3.0,0
1966,9,mclaren,16.0,3.0,0
1966,9,arundell,17.0,1.0,0
1966,9,bonnier,18.0,1.0,0
1966,9,anderson,19.0,1.0,0
1966,9,taylor,20.0,1.0,0
1966,9,irwin,,0.0,0
1966,9,bucknum,,0.0,0
1966,9,amon,,0.0,0
1966,9,ligier,,0.0,0
1966,9,geki,,0.0,0
1966,9,lawrence,,0.0,0
1966,9,ireland,,0.0,0
1966,9,rodriguez,,0.0,0
1966,9,baghetti,,0.0,0
1966,9,vic_wilson,,0.0,0
1966,9,solana,,0.0,0
1966,9,trevor_taylor,,0.0,0
1967,11,hulme,1.0,51.0,2
1967,11,jack_brabham,2.0,48.0,2
1967,11,clark,3.0,41.0,4
1967,11,surtees,4.0,20.0,1
1967,11,amon,5.0,20.0,0
1967,11,rodriguez,6.0,15.0,1
1967,11,hill,7.0,15.0,0
1967,11,gurney,8.0,13.0,1
1967,11,stewart,9.0,10.0,0
1967,11,spence,10.0,9.0,0
1967,11,love,11.0,6.0,0
1967,11,siffert,12.0,6.0,0
1967,11,rindt,13.0,6.0,0
1967,11,mclaren,14.0,3.0,0
1967,11,bonnier,15.0,3.0,0
1967,11,irwin,16.0,2.0,0
1967,11,anderson,17.0,2.0,0
1967,11,parkes,18.0,2.0,0
1967,11,ickx,19.0,1.0,0
1967,11,scarfiotti,20.0,1.0,0
1967,11,ligier,21.0,1.0,0
1967,11,oliver,,0.0,0
1967,11,beltoise,,0.0,0
1967,11,rees,,0.0,0
1967,11,hobbs,,0.0,0
1967,11,williams,,0.0,0
1967,11,attwood,,0.0,0
1967,11,fisher,,0.0,0
1967,11,charlton,,0.0,0
1967,11,bandini,,0.0,0
1967,11,courage,,0.0,0
1967,11,botha,,0.0,0
1967,11,tingle,,0.0,0
1967,11,baghetti,,0.0,0
1967,11,wietzes,,0.0,0
1967,11,hart,,0.0,0
1967,11,gavin,,0.0,0
1967,11,moser,,0.0,0
1967,11,pease,,0.0,0
1967,11,solana,,0.0,0
1967,11,hahne,,0.0,0
1967,11,ahrens,,0.0,0
1967,11,jo_schlesser,,0.0,0
1968,12,hill,1.0,48.0,3
1968,12,stewart,2.0,36.0,3
1968,12,hulme,3.0,33.0,2
1968,12,ickx,4.0,27.0,1
1968,12,mclaren,5.0,22.0,1
1968,12,rodriguez,6.0,18.0,0
1968,12,siffert,7.0,12.0,1
1968,12,surtees,8.0,12.0,0
1968,12,beltoise,9.0,11.0,0
1968,12,amon,10.0,10.0,0
1968,12,clark,11.0,9.0,1
1968,12,rindt,12.0,8.0,0
1968,12,attwood,13.0,6.0,0
1968,12,gavin,14.0,6.0,0
1968,12,oliver,15.0,6.0,0
1968,12,scarfiotti,16.0,6.0,0
1968,12,bianchi,17.0,5.0,0
1968,12,elford,18.0,5.0,0
1968,12,redman,19.0,4.0,0
1968,12,courage,20.0,4.0,0
1968,12,gurney,21.0,3.0,0
1968,12,bonnier,22.0,3.0,0
1968,12,jack_brabham,23.0,2.0,0
1968,12,moser,24.0,2.0,0
1968,12,pescarolo,,0.0,0
1968,12,love,,0.0,0
1968,12,hahne,,0.0,0
1968,12,ahrens,,0.0,0
1968,12,pretorius,,0.0,0
1968,12,hobbs,,0.0,0
1968,12,widdows,,0.0,0
1968,12,tingle,,0.0,0
1968,12,rooyen,,0.0,0
1968,12,jo_schlesser,,0.0,0
1968,12,unser,,0.0,0
1968,12,solana,,0.0,0
1968,12,brack,,0.0,0
1968,12,mario_andretti,,0.0,0
1968,12,bell,,0.0,0
1968,12,adamich,,0.0,0
1968,12,spence,,0.0,0
1968,12,charlton,,0.0,0
1969,11,stewart,1.0,63.0,6
1969,11,ickx,2.0,37.0,2
1969,11,mclaren,3.0,26.0,0
1969,11,rindt,4.0,22.0,1
1969,11,beltoise,5.0,21.0,0
1969,11,hulme,6.0,20.0,1
1969,11,hill,7.0,19.0,1
1969,11,courage,8.0,16.0,0
1969,11,siffert,9.0,15.0,0
1969,11,jack_brabham,10.0,14.0,0
1969,11,surtees,11.0,6.0,0
1969,11,amon,12.0,4.0,0
1969,11,attwood,13.0,3.0,0
1969,11,elford,14.0,3.0,0
1969,11,rodriguez,15.0,3.0,0
1969,11,moser,16.0,1.0,0
1969,11,oliver,17.0,1.0,0
1969,11,gavin,18.0,1.0,0
1969,11,lovely,,0.0,0
1969,11,tingle,,0.0,0
1969,11,miles,,0.0,0
1969,11,brack,,0.0,0
1969,11,klerk,,0.0,0
1969,11,eaton,,0.0,0
1969,11,bonnier,,0.0,0
1969,11,mario_andretti,,0.0,0
1969,11,pease,,0.0,0
1969,11,love,,0.0,0
1969,11,bell,,0.0,0
1969,11,cordts,,0.0,0
1969,11,rooyen,,0.0,0
1970,13,rindt,1.0,45.0,5
1970,13,ickx,2.0,40.0,3
1970,13,regazzoni,3.0,33.0,1
1970,13,hulme,4.0,27.0,0
1970,13,stewart,5.0,25.0,1
1970,13,jack_brabham,6.0,25.0,1
1970,13,rodriguez,7.0,23.0,1
1970,13,amon,8.0,23.0,0
1970,13,beltoise,9.0,16.0,0
1970,13,emerson_fittipaldi,10.0,12.0,1
1970,13,stommelen,11.0,10.0,0
1970,13,pescarolo,12.0,8.0,0
1970,13,hill,13.0,7.0,0
1970,13,mclaren,14.0,6.0,0
1970,13,wisell,15.0,4.0,0
1970,13,mario_andretti,16.0,4.0,0
1970,13,giunti,17.0,3.0,0
1970,13,surtees,18.0,3.0,0
1970,13,miles,19.0,2.0,0
1970,13,oliver,20.0,2.0,0
1970,13,gavin,21.0,2.0,0
1970,13,cevert,22.0,1.0,0
1970,13,gethin,23.0,1.0,0
1970,13,gurney,24.0,1.0,0
1970,13,bell,25.0,1.0,0
1970,13,siffert,,0.0,0
1970,13,peterson,,0.0,0
1970,13,adamich,,0.0,0
1970,13,love,,0.0,0
1970,13,eaton,,0.0,0
1970,13,klerk,,0.0,0
1970,13,charlton,,0.0,0
1970,13,courage,,0.0,0
1970,13,lovely,,0.0,0
1970,13,schenken,,0.0,0
1970,13,bonnier,,0.0,0
1970,13,moser,,0.0,0
1970,13,hutchison,,0.0,0
1971,11,stewart,1.0,62.0,6
1971,11,peterson,2.0,33.0,0
1971,11,cevert,3.0,26.0,1
1971,11,ickx,4.0,19.0,1
1971,11,siffert,5.0,19.0,1
1971,11,emerson_fittipaldi,6.0,16.0,0
1971,11,regazzoni,7.0,13.0,0
1971,11,mario_andretti,8.0,12.0,1
1971,11,gethin,9.0,9.0,1
1971,11,rodriguez,10.0,9.0,0
1971,11,amon,11.0,9.0,0
1971,11,wisell,12.0,9.0,0
1971,11,hulme,13.0,9.0,0
1971,11,schenken,14.0,5.0,0
1971,11,ganley,15.0,5.0,0
1971,11,donohue,16.0,4.0,0
1971,11,pescarolo,17.0,4.0,0
1971,11,hailwood,18.0,3.0,0
1971,11,surtees,19.0,3.0,0
1971,11,stommelen,20.0,3.0,0
1971,11,hill,21.0,2.0,0
1971,11,beltoise,22.0,1.0,0
1971,11,oliver,,0.0,0
1971,11,redman,,0.0,0
1971,11,lennep,,0.0,0
1971,11,bonnier,,0.0,0
1971,11,hobbs,,0.0,0
1971,11,galli,,0.0,0
1971,11,marko,,0.0,0
1971,11,adamich,,0.0,0
1971,11,elford,,0.0,0
1971,11,mazet,,0.0,0
1971,11,Cannoc,,0.0,0
1971,11,eaton,,0.0,0
1971,11,jarier,,0.0,0
1971,11,beuttler,,0.0,0
1971,11,barber,,0.0,0
1971,11,jean,,0.0,0
1971,11,roig,,0.0,0
1971,11,lauda,,0.0,0
1971,11,lovely,,0.0,0
1971,11,charlton,,0.0,0
1971,11,bell,,0.0,0
1971,11,love,,0.0,0
1971,11,moser,,0.0,0
1971,11,pretorius,,0.0,0
1971,11,walker,,0.0,0
1971,11,craft,,0.0,0
1971,11,posey,,0.0,0
1971,11,revson,,0.0,0
1972,12,emerson_fittipaldi,1.0,61.0,5
1972,12,stewart,2.0,45.0,4
1972,12,hulme,3.0,39.0,1
1972,12,ickx,4.0,27.0,1
1972,12,revson,5.0,23.0,0
1972,12,cevert,6.0,15.0,0
1972,12,regazzoni,7.0,15.0,0
1972,12,hailwood,8.0,13.0,0
1972,12,peterson,9.0,12.0,0
1972,12,amon,10.0,12.0,0
1972,12,beltoise,11.0,9.0,1
1972,12,mario_andretti,12.0,4.0,0
1972,12,ganley,13.0,4.0,0
1972,12,redman,14.0,4.0,0
1972,12,hill,15.0,4.0,0
1972,12,reutemann,16.0,3.0,0
1972,12,adamich,17.0,3.0,0
1972,12,pace,18.0,3.0,0
1972,12,schenken,19.0,2.0,0
1972,12,merzario,20.0,1.0,0
1972,12,gethin,21.0,1.0,0
1972,12,wilson_fittipaldi,,0.0,0
1972,12,lauda,,0.0,0
1972,12,depailler,,0.0,0
1972,12,marko,,0.0,0
1972,12,beuttler,,0.0,0
1972,12,pescarolo,,0.0,0
1972,12,walker,,0.0,0
1972,12,scheckter,,0.0,0
1972,12,stommelen,,0.0,0
1972,12,wisell,,0.0,0
1972,12,posey,,0.0,0
1972,12,galli,,0.0,0
1972,12,barber,,0.0,0
1972,12,love,,0.0,0
1972,12,surtees,,0.0,0
1972,12,oliver,,0.0,0
1972,12,roig,,0.0,0
1972,12,migault,,0.0,0
1972,12,charlton,,0.0,0
1972,12,brack,,0.0,0
1972,12,bell,,0.0,0
1973,15,stewart,1.0,71.0,5
1973,15,emerson_fittipaldi,2.0,55.0,3
1973,15,peterson,3.0,52.0,4
1973,15,cevert,4.0,47.0,0
1973,15,revson,5.0,38.0,2
1973,15,hulme,6.0,26.0,1
1973,15,reutemann,7.0,16.0,0
1973,15,hunt,8.0,14.0,0
1973,15,ickx,9.0,12.0,0
1973,15,beltoise,10.0,9.0,0
1973,15,pace,11.0,7.0,0
1973,15,merzario,12.0,6.0,0
1973,15,follmer,13.0,5.0,0
1973,15,oliver,14.0,4.0,0
1973,15,adamich,15.0,3.0,0
1973,15,wilson_fittipaldi,16.0,3.0,0
1973,15,lauda,17.0,2.0,0
1973,15,regazzoni,18.0,2.0,0
1973,15,ganley,19.0,1.0,0
1973,15,lennep,20.0,1.0,0
1973,15,amon,21.0,1.0,0
1973,15,hailwood,,0.0,0
1973,15,beuttler,,0.0,0
1973,15,mass,,0.0,0
1973,15,pescarolo,,0.0,0
1973,15,hill,,0.0,0
1973,15,galli,,0.0,0
1973,15,purley,,0.0,0
1973,15,scheckter,,0.0,0
1973,15,stommelen,,0.0,0
1973,15,jarier,,0.0,0
1973,15,bueno,,0.0,0
1973,15,opel,,0.0,0
1973,15,schenken,,0.0,0
1973,15,keizan,,0.0,0
1973,15,watson,,0.0,0
1973,15,pretorius,,0.0,0
1973,15,williamson,,0.0,0
1973,15,wisell,,0.0,0
1973,15,charlton,,0.0,0
1973,15,redman,,0.0,0
1973,15,gethin,,0.0,0
1973,15,mcrae,,0.0,0
1974,15,emerson_fittipaldi,1.0,55.0,3
1974,15,regazzoni,2.0,52.0,1
1974,15,scheckter,3.0,45.0,2
1974,15,lauda,4.0,38.0,2
1974,15,peterson,5.0,35.0,3
1974,15,reutemann,6.0,32.0,3
1974,15,hulme,7.0,20.0,1
1974,15,hunt,8.0,15.0,0
1974,15,depailler,9.0,14.0,0
1974,15,ickx,10.0,12.0,0
1974,15,hailwood,11.0,12.0,0
1974,15,pace,12.0,11.0,0
1974,15,beltoise,13.0,10.0,0
1974,15,jarier,14.0,6.0,0
1974,15,watson,15.0,6.0,0
1974,15,stuck,16.0,5.0,0
1974,15,merzario,17.0,4.0,0
1974,15,hill,18.0,1.0,0
1974,15,pryce,19.0,1.0,0
1974,15,brambilla,20.0,1.0,0
1974,15,edwards,,0.0,0
1974,15,hobbs,,0.0,0
1974,15,mass,,0.0,0
1974,15,redman,,0.0,0
1974,15,mario_andretti,,0.0,0
1974,15,ganley,,0.0,0
1974,15,belso,,0.0,0
1974,15,opel,,0.0,0
1974,15,pescarolo,,0.0,0
1974,15,amon,,0.0,0
1974,15,quester,,0.0,0
1974,15,schenken,,0.0,0
1974,15,koinigg,,0.0,0
1974,15,stommelen,,0.0,0
1974,15,bell,,0.0,0
1974,15,donohue,,0.0,0
1974,15,ian_scheckter,,0.0,0
1974,15,migault,,0.0,0
1974,15,ashley,,0.0,0
1974,15,lennep,,0.0,0
1974,15,keizan,,0.0,0
1974,15,robarts,,0.0,0
1974,15,schuppan,,0.0,0
1974,15,laffite,,0.0,0
1974,15,pilette,,0.0,0
1974,15,charlton,,0.0,0
1974,15,wilds,,0.0,0
1974,15,wisell,,0.0,0
1974,15,dolhem,,0.0,0
1974,15,revson,,0.0,0
1974,15,kinnunen,,0.0,0
1974,15,larrousse,,0.0,0
1974,15,driver,,0.0,0
1974,15,roos,,0.0,0
1974,15,gethin,,0.0,0
1974,15,wietzes,,0.0,0
1975,14,lauda,1.0,64.5,5
1975,14,emerson_fittipaldi,2.0,45.0,2
1975,14,reutemann,3.0,37.0,1
1975,14,hunt,4.0,33.0,1
1975,14,regazzoni,5.0,25.0,1
1975,14,pace,6.0,24.0,1
1975,14,scheckter,7.0,20.0,1
1975,14,mass,8.0,20.0,1
1975,14,depailler,9.0,12.0,0
1975,14,pryce,10.0,8.0,0
1975,14,brambilla,11.0,6.5,1
1975,14,laffite,12.0,6.0,0
1975,14,peterson,13.0,6.0,0
1975,14,mario_andretti,14.0,5.0,0
1975,14,donohue,15.0,4.0,0
1975,14,ickx,16.0,3.0,0
1975,14,jones,17.0,2.0,0
1975,14,jarier,18.0,1.5,0
1975,14,brise,19.0,1.0,0
